model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p,verb,hinge_point_offset_frac
directloss,notebook/notebook,88.362,91.638,0.9518,1.2892,0.0746,2.912,open,0.4061
directloss,notebook/notebook,23.809,23.809,0.9485,0.6788,0.1747,1.720,close,0.2035
directloss,notebook/notebook,16.312,16.312,0.9479,1.3506,0.1762,1.138,close,0.3972
directloss,notebook/notebook,73.028,106.972,0.9424,1.5830,0.0667,2.621,open,0.5573
directloss,notebook/notebook,34.607,34.607,0.9549,1.1404,0.1711,1.740,close,0.2412
directloss,notebook/notebook,56.352,123.648,0.9519,2.6255,0.2398,3.079,open,1.2049
directloss,phone/phone,88.320,88.320,0.9469,1.6842,0.2145,1.734,close,0.4365
directloss,phone/phone,75.023,104.977,0.9394,1.7341,0.1059,2.769,open,0.6627
directloss,phone/phone,53.125,126.875,0.9536,1.5655,0.1497,1.547,close,0.6464
directloss,phone/phone,48.537,131.463,0.9390,1.7181,0.0793,3.327,open,0.7051
directloss,phone/phone,80.246,99.754,0.9353,0.2374,0.2703,1.866,close,0.2883
directloss,phone/phone,61.478,118.522,0.9434,1.3601,0.1237,2.919,open,0.6235
directloss,phone/phone,58.096,58.096,0.9519,0.5627,0.0430,1.469,close,0.2752
directloss,phone/phone,35.951,144.049,0.9324,2.0122,0.0113,3.089,open,0.2180
directloss,phone/phone,52.996,52.996,0.9551,2.6046,0.1797,1.244,close,0.2470
directloss,phone/phone,83.046,83.046,0.9351,1.7266,0.1480,3.049,open,0.4107
directloss,phone/phone,67.801,67.801,0.9498,0.7615,0.0183,1.665,close,0.3192
directloss,phone/phone,61.570,118.430,0.9438,1.9103,0.0770,3.386,open,0.8711
directloss,phone/phone,63.907,63.907,0.9539,0.5631,0.0510,1.902,close,0.2137
directloss,phone/phone,42.204,137.796,0.9418,1.8557,0.0750,2.956,open,0.5485
directloss,phone/phone,27.779,27.779,0.9420,2.8245,0.0971,0.112,close,0.8188
directloss,phone/phone,47.226,132.774,0.9398,1.6110,0.1568,2.789,open,0.6422
directloss,phone/phone,68.172,68.172,0.9453,1.3606,0.2418,1.618,close,0.4035
directloss,phone/phone,19.805,160.195,0.9469,1.1844,0.0340,3.323,open,0.3192
directloss,espressomachine/espressomachine,63.900,63.900,0.9531,2.5999,0.0835,2.130,open,0.1116
directloss,espressomachine/espressomachine,41.371,138.629,0.9451,2.4201,0.0294,4.438,close,1.0489
directloss,espressomachine/espressomachine,83.479,83.479,0.9493,4.4690,0.0762,0.124,open,0.2240
directloss,espressomachine/espressomachine,34.838,145.162,0.9476,1.9946,0.0554,4.216,close,0.9346
directloss,espressomachine/espressomachine,75.116,75.116,0.9473,4.4848,0.1136,0.223,open,0.1792
directloss,espressomachine/espressomachine,59.118,120.882,0.9370,3.6386,0.1209,4.305,close,2.4076
directloss,espressomachine/espressomachine,61.796,61.796,0.9510,3.6464,0.0610,1.001,open,0.0967
directloss,espressomachine/espressomachine,42.345,137.655,0.9427,3.1873,0.1516,4.522,close,1.5410
directloss,espressomachine/espressomachine,70.549,70.549,0.9511,2.6604,0.0624,1.974,open,0.1650
directloss,espressomachine/espressomachine,50.035,129.965,0.9353,3.6306,0.0837,4.578,close,1.9902
directloss,espressomachine/espressomachine,69.896,69.896,0.9480,4.5475,0.0625,0.148,open,0.0966
directloss,espressomachine/espressomachine,71.235,108.765,0.9416,3.8310,0.0037,4.396,close,1.4801
directloss,espressomachine/espressomachine,50.544,50.544,0.9460,3.0472,0.0698,1.496,open,0.1230
directloss,espressomachine/espressomachine,35.427,144.573,0.9464,2.3011,0.0107,4.175,close,1.1592
directloss,espressomachine/espressomachine,76.699,76.699,0.9381,2.4336,0.0764,1.810,open,0.3331
directloss,espressomachine/espressomachine,32.626,147.374,0.9489,1.7574,0.0730,4.207,close,0.7423
directloss,espressomachine/espressomachine,46.226,46.226,0.9526,3.9787,0.0604,0.319,open,0.3376
directloss,espressomachine/espressomachine,57.368,122.632,0.9399,3.2672,0.0535,4.451,close,1.4343
directloss,espressomachine/espressomachine,62.821,62.821,0.9495,4.0570,0.0606,0.581,open,0.0684
directloss,espressomachine/espressomachine,55.672,124.328,0.9438,2.9390,0.0362,4.095,close,1.5261
directloss,espressomachine/espressomachine,54.188,54.188,0.9471,4.2833,0.0821,0.200,open,0.2365
directloss,espressomachine/espressomachine,40.668,139.332,0.9447,2.3378,0.0466,4.241,close,1.0882
directloss,espressomachine/espressomachine,47.944,47.944,0.9474,3.6677,0.0568,0.581,open,0.3152
directloss,espressomachine/espressomachine,38.430,141.570,0.9458,2.9704,0.0311,4.704,close,1.3294
directloss,espressomachine/espressomachine,39.209,39.209,0.9438,2.1048,0.0499,2.093,open,0.1470
directloss,espressomachine/espressomachine,54.084,125.916,0.9438,3.1163,0.0109,4.109,close,2.0606
directloss,espressomachine/espressomachine,41.021,41.021,0.9438,3.7447,0.0540,0.235,open,0.4167
directloss,espressomachine/espressomachine,60.315,119.685,0.9427,4.1851,0.0154,4.867,close,2.4176
directloss,espressomachine/espressomachine,36.545,36.545,0.9401,3.6939,0.0823,0.126,open,0.5946
directloss,espressomachine/espressomachine,32.138,147.862,0.9466,1.7632,0.0139,4.026,close,0.5587
directloss,espressomachine/espressomachine,36.932,36.932,0.9471,2.1361,0.0550,1.667,open,0.2314
directloss,espressomachine/espressomachine,46.318,133.682,0.9446,3.1998,0.0544,4.595,close,1.6013
directloss,espressomachine/espressomachine,60.746,60.746,0.9465,4.4238,0.0562,0.217,open,0.0834
directloss,espressomachine/espressomachine,36.726,143.274,0.9472,1.9164,0.0422,3.674,close,1.0091
directloss,espressomachine/espressomachine,58.093,58.093,0.9452,4.2510,0.0556,0.303,open,0.1022
directloss,espressomachine/espressomachine,30.324,149.676,0.9446,2.0774,0.0849,4.574,close,0.8314
directloss,espressomachine/espressomachine,45.350,45.350,0.9464,1.7615,0.1219,2.325,open,0.1313
directloss,espressomachine/espressomachine,33.337,33.337,0.9454,1.9478,0.0521,2.155,open,0.1417
directloss,espressomachine/espressomachine,42.511,137.489,0.9482,2.0374,0.0468,3.822,close,1.1045
directloss,espressomachine/espressomachine,62.768,62.768,0.9455,4.4419,0.0511,0.113,open,0.0879
directloss,phone/phone,52.711,52.711,0.9462,1.4687,0.1264,2.105,close,0.2602
directloss,phone/phone,45.274,134.726,0.9443,3.2145,0.0132,3.941,open,0.6544
directloss,phone/phone,74.588,74.588,0.9421,1.0108,0.0439,1.889,close,0.3627
directloss,phone/phone,35.150,144.850,0.9452,1.6018,0.0447,3.565,open,0.5352
directloss,phone/phone,58.876,58.876,0.9435,1.0452,0.1338,1.731,close,0.3880
directloss,phone/phone,60.955,119.045,0.9388,2.8876,0.0014,3.844,open,0.6897
directloss,phone/phone,59.279,59.279,0.9400,1.0630,0.2106,1.847,close,0.3702
directloss,phone/phone,78.704,101.296,0.9437,2.1663,0.0070,3.551,open,0.3817
directloss,phone/phone,70.694,70.694,0.9446,0.7798,0.0905,1.998,close,0.3049
directloss,phone/phone,37.801,142.199,0.9447,2.3829,0.0119,3.986,open,0.8768
directloss,phone/phone,47.887,47.887,0.9395,1.2747,0.1987,2.030,close,0.3022
directloss,phone/phone,66.120,66.120,0.9494,1.3712,0.0202,3.569,open,0.4319
directloss,phone/phone,48.122,48.122,0.9531,1.9526,0.1971,1.927,close,0.2644
directloss,phone/phone,38.223,141.777,0.9399,3.5236,0.0758,3.890,open,0.9619
directloss,phone/phone,50.846,50.846,0.9440,1.2733,0.1418,1.561,close,0.4696
directloss,phone/phone,36.685,143.315,0.9474,3.6214,0.0297,3.965,open,0.9279
directloss,phone/phone,56.840,56.840,0.9395,1.3529,0.1828,2.116,close,0.3075
directloss,phone/phone,85.648,94.352,0.9447,1.9318,0.0176,2.914,open,0.4556
directloss,phone/phone,68.221,68.221,0.9416,1.0890,0.1965,2.198,close,0.2890
directloss,phone/phone,75.101,104.899,0.9433,1.2803,0.0813,3.287,open,0.4298
directloss,phone/phone,63.948,63.948,0.9454,0.9199,0.0025,1.690,close,0.3864
directloss,phone/phone,49.489,130.511,0.9459,3.1770,0.0211,3.866,open,0.7395
directloss,phone/phone,49.624,49.624,0.9294,1.2225,0.2390,1.694,close,0.4088
directloss,phone/phone,79.780,79.780,0.9480,0.8367,0.0484,2.888,open,0.3669
directloss,phone/phone,52.051,52.051,0.9478,1.5640,0.1772,2.101,close,0.2319
directloss,phone/phone,29.909,150.091,0.9465,0.9682,0.0007,2.854,open,0.4525
directloss,phone/phone,67.283,67.283,0.9396,0.8969,0.0978,1.934,close,0.2925
directloss,phone/phone,18.772,161.228,0.9348,1.8110,0.0727,3.163,open,0.4621
directloss,phone/phone,57.424,57.424,0.9451,1.6765,0.1248,1.806,close,0.4569
directloss,phone/phone,64.627,115.373,0.9443,2.6687,0.0135,3.590,open,0.5706
directloss,phone/phone,64.496,64.496,0.9377,0.9751,0.1720,1.611,close,0.4271
directloss,phone/phone,82.775,97.225,0.9498,2.5880,0.0117,3.272,open,0.4331
directloss,phone/phone,60.176,60.176,0.9372,1.0094,0.0082,2.102,close,0.3046
directloss,phone/phone,65.071,65.071,0.9443,0.7828,0.0739,2.995,open,0.1936
directloss,scissors/scissors,31.326,31.326,0.9455,0.7880,0.0764,1.478,close,0.2897
directloss,scissors/scissors,67.695,112.305,0.9459,0.9502,0.0437,2.335,open,0.5907
directloss,scissors/scissors,73.057,73.057,0.9421,0.4484,0.0348,1.598,close,0.0971
directloss,scissors/scissors,88.862,88.862,0.9404,0.6140,0.0249,2.164,open,0.2739
directloss,scissors/scissors,81.215,81.215,0.9405,0.3858,0.0179,1.498,close,0.1965
directloss,scissors/scissors,68.129,111.871,0.9367,0.5246,0.1321,1.618,close,0.1774
directloss,scissors/scissors,86.570,86.570,0.9207,1.1458,0.0533,2.225,open,0.5626
directloss,scissors/scissors,49.804,49.804,0.9458,0.8296,0.0669,1.513,close,0.2802
directloss,scissors/scissors,70.128,70.128,0.9446,0.5337,0.0617,2.317,open,0.1912
directloss,scissors/scissors,73.322,73.322,0.9378,0.6950,0.0279,1.319,close,0.2088
directloss,scissors/scissors,77.364,77.364,0.9335,1.1532,0.0330,1.217,close,0.5132
directloss,scissors/scissors,58.131,58.131,0.9393,0.4775,0.0353,1.440,close,0.1682
directloss,scissors/scissors,52.211,52.211,0.9452,0.3958,0.0402,1.477,close,0.2108
directloss,scissors/scissors,78.616,78.616,0.9382,0.7310,0.0342,1.086,close,0.2445
directloss,scissors/scissors,10.328,169.672,0.9433,0.8603,0.0368,2.099,open,0.5010
directloss,scissors/scissors,67.595,112.405,0.9496,0.3483,0.1087,1.651,close,0.1660
directloss,scissors/scissors,45.577,45.577,0.9456,0.6170,0.0709,1.140,close,0.1318
directloss,scissors/scissors,38.566,38.566,0.9448,0.3105,0.0423,1.742,close,0.0350
directloss,scissors/scissors,59.121,59.121,0.9434,0.3129,0.0437,1.608,close,0.1613
directloss,scissors/scissors,78.697,101.303,0.9352,0.5169,0.0034,2.102,open,0.3722
directloss,scissors/scissors,61.155,61.155,0.9569,0.4026,0.0456,1.524,close,0.1551
directloss,scissors/scissors,89.239,90.761,0.9363,0.6001,0.0150,0.763,close,0.5254
directloss,scissors/scissors,81.069,98.931,0.9388,0.6401,0.0468,0.997,close,0.4844
directloss,scissors/scissors,61.586,61.586,0.9429,0.5406,0.0966,1.203,close,0.2637
directloss,scissors/scissors,72.558,72.558,0.9370,1.2099,0.0277,0.707,close,0.3726
directloss,scissors/scissors,68.766,68.766,0.9448,0.7199,0.0119,1.366,close,0.1985
directloss,scissors/scissors,41.406,41.406,0.9458,0.2791,0.1114,1.863,close,0.0544
directloss,scissors/scissors,27.832,152.168,0.9450,1.3978,0.0397,2.595,open,0.6763
directloss,scissors/scissors,80.777,80.777,0.9486,0.3145,0.0928,1.818,close,0.2174
directloss,scissors/scissors,55.162,55.162,0.9388,1.6756,0.0229,0.916,close,0.3162
directloss,scissors/scissors,74.574,74.574,0.9407,1.2564,0.0247,0.702,close,0.2893
directloss,scissors/scissors,60.114,60.114,0.9424,0.3594,0.0092,1.299,close,0.1345
directloss,scissors/scissors,70.890,70.890,0.9390,1.5853,0.0052,0.819,close,0.4793
directloss,scissors/scissors,75.172,75.172,0.9339,0.3755,0.0534,1.288,close,0.2145
directloss,scissors/scissors,73.116,73.116,0.9414,0.5266,0.0777,1.272,close,0.2241
directloss,scissors/scissors,74.356,105.644,0.9375,0.8589,0.1065,2.377,open,0.7543
directloss,scissors/scissors,63.683,63.683,0.9447,1.1943,0.0022,0.767,close,0.6568
directloss,scissors/scissors,71.472,71.472,0.9377,0.3703,0.0504,1.647,close,0.1584
directloss,scissors/scissors,78.931,101.069,0.9328,0.4386,0.0141,2.660,open,0.2702
directloss,scissors/scissors,70.854,70.854,0.9379,0.6402,0.0135,1.244,close,0.3874
directloss,scissors/scissors,46.283,133.717,0.9388,0.9960,0.0861,2.060,open,0.5297
directloss,scissors/scissors,62.427,62.427,0.9430,1.8625,0.0074,0.607,close,0.3766
directloss,scissors/scissors,55.164,55.164,0.9434,1.5935,0.0327,0.865,close,0.1865
directloss,scissors/scissors,88.492,88.492,0.9220,0.5518,0.0534,2.237,open,0.4145
directloss,scissors/scissors,52.345,52.345,0.9406,1.3388,0.0169,1.310,close,0.0824
directloss,scissors/scissors,56.421,56.421,0.9371,1.2408,0.0619,0.969,close,0.1410
directloss,scissors/scissors,71.255,71.255,0.9474,1.1798,0.0150,1.181,close,0.2970
directloss,scissors/scissors,35.076,144.924,0.9345,1.4605,0.0737,2.397,open,0.1530
directloss,scissors/scissors,16.076,16.076,0.9540,1.5082,0.0755,0.980,close,0.3991
sampledtraj,capsulemachine/capsulemachine,26.022,153.978,0.9615,0.0488,0.2457,0.156,open,0.4136
sampledtraj,capsulemachine/capsulemachine,55.485,124.515,0.9469,0.0777,nan,0.183,open,0.0766
sampledtraj,capsulemachine/capsulemachine,10.552,10.552,0.9398,0.0792,0.0427,0.106,close,0.1025
sampledtraj,capsulemachine/capsulemachine,71.545,108.455,0.9394,0.0320,nan,0.133,open,0.2768
sampledtraj,capsulemachine/capsulemachine,67.382,67.382,0.9100,0.0351,0.1150,0.108,close,0.2039
sampledtraj,capsulemachine/capsulemachine,55.627,55.627,0.9352,0.0395,0.0413,0.113,close,0.0824
sampledtraj,capsulemachine/capsulemachine,77.047,77.047,0.9338,0.0596,nan,0.146,open,0.2340
sampledtraj,capsulemachine/capsulemachine,5.839,5.839,0.8843,0.0812,0.1501,0.105,close,0.1605
sampledtraj,capsulemachine/capsulemachine,54.031,125.969,0.9484,0.0199,nan,0.126,open,0.1825
sampledtraj,capsulemachine/capsulemachine,24.336,24.336,0.9433,0.0554,0.1450,0.105,close,0.1603
sampledtraj,capsulemachine/capsulemachine,74.676,105.324,0.9494,0.0107,nan,0.138,open,0.4081
sampledtraj,capsulemachine/capsulemachine,2.845,2.845,0.9358,0.0620,0.2402,0.115,close,0.2568
sampledtraj,capsulemachine/capsulemachine,64.951,115.049,0.9584,0.0453,nan,0.154,open,0.3298
sampledtraj,capsulemachine/capsulemachine,39.221,39.221,0.9395,0.0809,0.0557,0.116,close,0.1011
sampledtraj,scissors/scissors,54.653,54.653,0.9418,0.0154,0.0998,0.109,close,0.2012
sampledtraj,scissors/scissors,72.746,107.254,0.9464,0.0153,0.0381,0.123,open,0.1789
sampledtraj,scissors/scissors,49.996,49.996,0.9364,0.0064,nan,0.109,close,0.0810
sampledtraj,scissors/scissors,88.333,91.667,0.9486,0.0279,0.1798,0.140,open,0.3282
sampledtraj,scissors/scissors,67.370,67.370,0.9324,0.0104,0.0285,0.106,close,0.1143
sampledtraj,scissors/scissors,78.718,101.282,0.9443,0.0184,0.0395,0.142,open,0.1461
sampledtraj,scissors/scissors,73.769,73.769,0.9425,0.0130,0.0252,0.107,close,0.1372
sampledtraj,scissors/scissors,41.077,41.077,0.9385,0.0027,0.0124,0.107,close,0.0643
sampledtraj,scissors/scissors,63.739,63.739,0.9453,0.0198,0.0860,0.112,close,0.0587
sampledtraj,scissors/scissors,61.775,61.775,0.9408,0.0150,0.0868,0.117,close,0.0376
sampledtraj,scissors/scissors,86.424,86.424,0.9378,0.0251,0.1666,0.140,open,0.2854
sampledtraj,scissors/scissors,62.262,62.262,0.9409,0.0078,0.0087,0.113,close,0.0868
sampledtraj,scissors/scissors,57.077,57.077,0.9406,0.0271,nan,0.112,close,0.2405
sampledtraj,scissors/scissors,53.663,53.663,0.9402,0.0106,0.0211,0.114,close,0.0951
sampledtraj,scissors/scissors,58.370,121.630,0.9408,0.0096,nan,0.133,open,0.1502
sampledtraj,scissors/scissors,55.390,55.390,0.9447,0.0215,nan,0.119,close,0.1647
sampledtraj,scissors/scissors,50.550,50.550,0.9469,0.0836,0.3625,0.144,open,0.3817
sampledtraj,scissors/scissors,62.807,62.807,0.9323,0.0157,0.0611,0.105,close,0.2122
sampledtraj,scissors/scissors,33.750,146.250,0.9556,0.0108,0.0022,0.137,open,0.1029
sampledtraj,scissors/scissors,63.690,63.690,0.9519,0.0402,0.1986,0.111,close,0.3748
sampledtraj,scissors/scissors,26.785,26.785,0.9381,0.0272,nan,0.112,close,0.1415
sampledtraj,scissors/scissors,62.163,62.163,0.9478,0.0327,nan,0.111,close,0.2845
sampledtraj,scissors/scissors,37.088,37.088,0.9447,0.0288,nan,0.105,close,0.2546
sampledtraj,scissors/scissors,46.811,46.811,0.9432,0.0195,nan,0.107,close,0.0932
sampledtraj,scissors/scissors,35.786,35.786,0.9330,0.0111,nan,0.106,close,0.1042
sampledtraj,scissors/scissors,40.492,40.492,0.9424,0.0072,nan,0.106,close,0.0862
sampledtraj,scissors/scissors,56.936,56.936,0.9388,0.0088,nan,0.109,close,0.0886
sampledtraj,scissors/scissors,60.966,60.966,0.9436,0.0163,0.1458,0.105,close,0.2763
sampledtraj,scissors/scissors,38.289,38.289,0.9309,0.0115,nan,0.105,close,0.0944
sampledtraj,scissors/scissors,45.249,45.249,0.9378,0.0113,nan,0.104,close,0.1658
sampledtraj,scissors/scissors,73.110,106.890,0.9425,0.0085,nan,0.123,open,0.0395
sampledtraj,waffleiron/waffleiron,51.709,128.291,0.9539,0.2036,0.1771,0.519,open,0.3911
sampledtraj,waffleiron/waffleiron,33.376,33.376,0.9463,0.4191,0.3395,0.511,close,0.6067
sampledtraj,waffleiron/waffleiron,54.307,125.693,0.9534,0.2415,0.3223,0.556,open,0.5336
sampledtraj,waffleiron/waffleiron,38.699,38.699,0.9452,0.4095,0.5700,0.357,close,0.6936
sampledtraj,waffleiron/waffleiron,77.299,102.701,0.9404,0.0570,0.2604,0.406,open,0.1969
sampledtraj,waffleiron/waffleiron,89.231,89.231,0.9478,0.3074,0.5100,0.545,close,0.6334
sampledtraj,waffleiron/waffleiron,45.193,134.807,0.9483,0.2840,0.4939,0.559,open,0.5837
sampledtraj,waffleiron/waffleiron,39.086,140.914,0.9590,0.2593,0.6325,0.356,close,0.6574
sampledtraj,waffleiron/waffleiron,70.138,109.862,0.9514,0.2863,0.3140,0.568,open,0.2877
sampledtraj,waffleiron/waffleiron,32.066,147.934,0.9557,0.1453,0.0172,0.400,close,0.2591
sampledtraj,waffleiron/waffleiron,52.240,127.760,0.9504,0.2025,0.4569,0.504,open,0.5116
sampledtraj,waffleiron/waffleiron,55.895,124.105,0.9506,0.1675,0.3098,0.546,close,0.2918
sampledtraj,waffleiron/waffleiron,8.713,171.287,0.9432,0.0753,nan,0.273,open,0.5642
sampledtraj,waffleiron/waffleiron,33.938,33.938,0.9527,0.0759,0.0273,0.397,close,0.2148
sampledtraj,waffleiron/waffleiron,4.890,175.110,0.9038,0.0392,0.0271,0.305,open,0.4459
sampledtraj,waffleiron/waffleiron,72.789,107.211,0.9524,0.1732,0.3455,0.308,close,0.7008
sampledtraj,waffleiron/waffleiron,82.704,97.296,0.9414,0.1298,nan,0.311,open,0.6958
sampledtraj,waffleiron/waffleiron,31.408,148.592,0.9445,0.1253,0.4153,0.544,close,0.4186
sampledtraj,laptop/laptop,44.399,135.601,0.9503,0.2680,0.0603,0.589,open,0.2583
sampledtraj,laptop/laptop,41.918,138.082,0.9573,0.3150,0.1328,0.608,open,0.4536
sampledtraj,laptop/laptop,18.434,161.566,0.9461,0.2942,0.3011,0.539,open,0.2908
sampledtraj,laptop/laptop,11.007,11.007,0.9588,0.3252,0.4416,0.331,close,0.3739
sampledtraj,laptop/laptop,16.297,163.703,0.9415,0.3780,0.2527,0.648,open,0.3437
sampledtraj,laptop/laptop,4.499,4.499,0.9575,0.2995,0.0492,0.264,close,0.1550
sampledtraj,laptop/laptop,17.793,162.207,0.9542,0.2686,0.1171,0.546,open,0.1443
sampledtraj,laptop/laptop,49.190,130.810,0.9501,0.3782,0.3143,0.777,open,0.4275
sampledtraj,laptop/laptop,8.627,8.627,0.9582,0.3491,0.2883,0.184,close,0.2752
sampledtraj,laptop/laptop,37.185,142.815,0.9448,0.4150,0.5955,0.772,open,0.6524
sampledtraj,laptop/laptop,11.926,168.074,0.9423,0.3666,0.4101,0.689,open,0.8160
sampledtraj,laptop/laptop,7.041,7.041,0.9636,0.2338,0.1838,0.379,close,0.1718
sampledtraj,laptop/laptop,62.510,117.490,0.9437,0.2967,0.3713,0.703,open,0.5145
sampledtraj,laptop/laptop,14.022,165.978,0.9509,0.3848,0.4231,0.722,open,0.4320
sampledtraj,laptop/laptop,14.017,14.017,0.9630,0.3317,0.0520,0.394,close,0.3730
sampledtraj,laptop/laptop,56.742,123.258,0.9398,0.3857,0.4882,0.783,open,0.5647
sampledtraj,laptop/laptop,50.575,129.425,0.9461,0.3432,0.5739,0.688,open,0.6809
sampledtraj,box/box,55.638,124.362,0.9468,0.2186,0.2822,0.575,open,0.4538
sampledtraj,box/box,26.299,153.701,0.9585,0.1995,0.2011,0.621,open,0.3776
sampledtraj,box/box,7.716,7.716,0.9547,0.2031,0.0490,0.318,close,0.0742
sampledtraj,box/box,35.839,144.161,0.9619,0.0657,0.2161,0.467,open,0.1593
sampledtraj,box/box,22.679,22.679,0.9590,0.2982,0.1830,0.250,close,0.0724
sampledtraj,box/box,10.887,169.113,0.9545,0.0946,0.2394,0.710,open,0.2200
sampledtraj,box/box,10.574,10.574,0.9598,0.2855,0.1519,0.232,close,0.2088
sampledtraj,box/box,28.187,151.813,0.9505,0.2202,0.3655,0.629,open,0.4371
sampledtraj,box/box,34.010,145.990,0.9544,0.1278,0.3070,0.608,open,0.3575
sampledtraj,box/box,22.962,157.038,0.9606,0.2096,0.2115,0.658,open,0.3613
sampledtraj,box/box,29.788,29.788,0.9577,0.1985,0.0181,0.283,close,0.2117
sampledtraj,notebook/notebook,12.751,167.249,0.9536,0.1743,0.2223,0.420,open,0.2078
sampledtraj,notebook/notebook,21.021,158.979,0.9652,0.1932,0.0007,0.389,open,0.2752
sampledtraj,notebook/notebook,42.957,137.043,0.9476,0.0683,nan,0.304,open,0.2545
sampledtraj,notebook/notebook,21.678,158.322,0.9501,0.0754,0.1356,0.274,open,0.1136
sampledtraj,notebook/notebook,66.169,66.169,0.9362,0.0894,nan,0.266,close,0.2397
sampledtraj,notebook/notebook,12.557,167.443,0.9597,0.0976,0.0113,0.285,open,0.1161
sampledtraj,notebook/notebook,30.547,30.547,0.9484,0.0697,nan,0.249,close,0.1592
sampledtraj,notebook/notebook,14.774,165.226,0.9565,0.1521,0.0826,0.331,open,0.1417
sampledtraj,notebook/notebook,31.608,31.608,0.9542,0.0992,0.1251,0.215,close,0.2185
sampledtraj,notebook/notebook,12.474,167.526,0.9600,0.1196,0.0200,0.302,open,0.1544
sampledtraj,notebook/notebook,33.765,33.765,0.9467,0.0703,nan,0.229,close,0.2309
sampledtraj,notebook/notebook,11.194,168.806,0.9527,0.1670,0.1100,0.370,open,0.2726
sampledtraj,notebook/notebook,32.059,147.941,0.9574,0.1174,0.2490,0.344,open,0.2269
sampledtraj,notebook/notebook,59.326,59.326,0.9429,0.0997,nan,0.285,close,0.1726
sampledtraj,notebook/notebook,8.535,171.465,0.9610,0.1927,0.0328,0.411,open,0.1593
sampledtraj,notebook/notebook,36.079,36.079,0.9429,0.0792,nan,0.239,close,0.2261
sampledtraj,notebook/notebook,72.850,107.150,0.9501,0.1392,nan,0.370,open,0.4012
sampledtraj,notebook/notebook,35.777,35.777,0.9410,0.0883,nan,0.261,close,0.1887
sampledtraj,notebook/notebook,16.814,163.186,0.9657,0.0989,0.0355,0.287,open,0.1516
sampledtraj,notebook/notebook,64.918,64.918,0.9451,0.0686,nan,0.278,close,0.1136
sampledtraj,phone/phone,12.591,12.591,0.9457,0.0968,0.6320,0.147,close,0.6379
sampledtraj,phone/phone,43.977,136.023,0.9679,0.0848,nan,0.204,open,0.2227
sampledtraj,phone/phone,20.026,20.026,0.9401,0.0968,0.6290,0.196,close,0.6510
sampledtraj,phone/phone,86.868,86.868,0.9440,0.0720,0.0327,0.200,open,0.1081
sampledtraj,phone/phone,14.822,14.822,0.9443,0.1152,0.6780,0.174,close,0.7313
sampledtraj,phone/phone,62.455,117.545,0.9411,0.1119,0.1414,0.241,open,0.1643
sampledtraj,phone/phone,20.152,20.152,0.9447,0.0845,0.6706,0.192,close,0.6807
sampledtraj,phone/phone,25.080,25.080,0.9645,0.1331,0.1657,0.253,open,0.3712
sampledtraj,phone/phone,11.655,11.655,0.9380,0.0796,0.3274,0.149,close,0.3660
sampledtraj,phone/phone,18.924,161.076,0.9671,0.0865,0.4808,0.183,open,0.4672
sampledtraj,phone/phone,76.590,76.590,0.9221,0.0605,0.2360,0.145,close,0.3012
sampledtraj,phone/phone,41.028,138.972,0.9623,0.0562,0.1192,0.180,open,0.1927
sampledtraj,phone/phone,10.327,10.327,0.9567,0.1045,0.5209,0.160,close,0.5391
sampledtraj,phone/phone,19.373,160.627,0.9677,0.0665,0.2664,0.191,open,0.2842
sampledtraj,phone/phone,34.674,34.674,0.9497,0.1036,0.2374,0.144,close,0.2384
sampledtraj,phone/phone,86.606,93.394,0.9300,0.1338,0.2148,0.264,open,0.3553
sampledtraj,laptop/laptop,24.508,155.492,0.9530,0.2450,0.1221,0.425,open,0.1447
sampledtraj,laptop/laptop,6.900,6.900,0.9628,0.2507,0.0172,0.360,close,0.0705
sampledtraj,laptop/laptop,15.933,15.933,0.9531,0.1682,0.4020,0.310,close,0.5970
sampledtraj,laptop/laptop,45.830,134.170,0.9492,0.2689,0.1347,0.679,open,0.5161
sampledtraj,laptop/laptop,13.935,13.935,0.9609,0.1630,0.1549,0.322,close,0.2458
sampledtraj,laptop/laptop,11.735,168.265,0.9616,0.2164,0.1767,0.534,open,0.1558
sampledtraj,laptop/laptop,10.849,10.849,0.9663,0.2788,0.1782,0.301,close,0.1328
sampledtraj,laptop/laptop,27.153,152.847,0.9494,0.2785,0.1304,0.492,open,0.0956
sampledtraj,laptop/laptop,12.523,12.523,0.9618,0.2633,0.1856,0.336,close,0.2528
sampledtraj,laptop/laptop,38.248,141.752,0.9458,0.1980,0.3575,0.411,open,0.3877
sampledtraj,laptop/laptop,5.824,174.176,0.9376,0.1906,0.2307,0.470,open,0.4725
sampledtraj,laptop/laptop,16.757,16.757,0.9567,0.1495,0.1542,0.392,close,0.2510
sampledtraj,laptop/laptop,25.738,154.262,0.9492,0.2463,0.2822,0.484,open,0.2673
sampledtraj,laptop/laptop,10.046,10.046,0.9673,0.2930,0.1113,0.275,close,0.0953
sampledtraj,microwave/microwave,80.453,99.547,0.9417,0.2800,0.5489,0.494,open,0.5614
sampledtraj,microwave/microwave,69.720,69.720,0.9489,0.1851,0.0588,0.287,close,0.1250
sampledtraj,microwave/microwave,83.759,96.241,0.9364,0.2376,0.4911,0.506,open,0.5171
