model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
dense,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0448,5.9431,5.9431,nan,nan,0.0965,0.0076,0.1709,1.2408,0.1981
l2anchor,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0428,9.4090,9.4090,nan,nan,0.1302,0.0152,0.3220,1.2717,0.1435
sf3d_only,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0461,12.9458,12.9458,nan,nan,0.0454,0.0096,0.3488,1.1883,0.0816
directloss,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0439,4.5110,4.5110,nan,nan,0.4172,0.0732,0.2470,1.5574,0.1028
sampledtraj,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0431,8.5275,8.5275,nan,nan,0.2161,0.0164,0.4449,1.3614,0.1773
dense,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0503,6.4982,6.4982,nan,nan,0.2421,0.0322,0.6607,1.2502,0.1309
l2anchor,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0495,8.6399,8.6399,nan,nan,0.2019,0.0147,0.6275,1.2125,0.0640
sf3d_only,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0522,4.2775,4.2775,nan,nan,0.1719,0.0239,0.5994,1.1858,0.1470
directloss,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0493,6.3419,6.3419,nan,nan,0.1473,0.0071,0.6887,1.1632,0.2782
sampledtraj,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0538,8.2331,8.2331,nan,nan,0.1623,0.0252,0.5188,1.1771,0.8489
dense,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0510,20.0047,20.0047,nan,nan,0.1420,0.0574,0.0000,1.2616,0.2842
l2anchor,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0433,7.1355,7.1355,nan,nan,0.1583,0.0142,0.3019,1.2924,0.1688
sf3d_only,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0451,11.8761,11.8761,nan,nan,0.0218,0.0109,0.4007,1.1200,0.0790
directloss,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0480,7.0992,7.0992,nan,nan,0.3429,0.1069,0.0000,1.4589,0.1176
sampledtraj,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0471,7.0092,7.0092,nan,nan,0.1161,0.0091,0.4614,1.2522,0.2071
dense,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0498,6.3903,6.3903,nan,nan,0.2533,0.0758,0.5849,1.2475,0.1634
l2anchor,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0479,8.3641,8.3641,nan,nan,0.1945,0.0152,0.6759,1.2038,0.0470
sf3d_only,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0529,5.5235,5.5235,nan,nan,0.1799,0.0089,0.7408,1.1918,0.1770
directloss,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0491,6.7225,6.7225,nan,nan,0.0919,0.0074,0.6795,1.1053,0.1870
sampledtraj,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0515,6.5525,6.5525,nan,nan,0.0777,0.0202,0.5167,1.0851,0.8122
dense,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0450,14.1657,14.1657,nan,nan,0.0700,0.0480,0.2280,1.1759,0.1634
l2anchor,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0410,4.4853,4.4853,nan,nan,0.1722,0.0160,0.4208,1.2986,0.1796
sf3d_only,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0468,11.8720,11.8720,nan,nan,0.0346,0.0076,0.4796,1.1623,0.0665
directloss,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0657,27.0588,27.0588,nan,nan,0.3904,0.1706,0.0056,1.4523,0.1198
sampledtraj,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0467,4.8495,4.8495,nan,nan,0.3059,0.0099,0.2421,1.4309,0.2291
dense,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0516,7.2295,7.2295,nan,nan,0.2939,0.0745,0.5213,1.2917,0.1825
l2anchor,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0420,8.3012,8.3012,nan,nan,0.2048,0.0050,0.7492,1.2145,0.0546
sf3d_only,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0544,6.0831,6.0831,nan,nan,0.2165,0.0134,0.6831,1.2259,0.1940
directloss,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0494,6.7469,6.7469,nan,nan,0.1199,0.0096,0.6011,1.1311,0.2438
sampledtraj,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0547,6.9617,6.9617,nan,nan,0.1878,0.0209,0.6013,1.1961,0.8683
dense,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0480,13.7472,13.7472,nan,nan,0.0178,0.0125,0.2147,1.1072,0.1662
l2anchor,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0484,11.6205,11.6205,nan,nan,0.1378,0.0159,0.3520,1.2513,0.1490
sf3d_only,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0444,10.7353,10.7353,nan,nan,0.0235,0.0113,0.4798,1.1383,0.0596
directloss,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0503,7.8574,7.8574,nan,nan,0.3100,0.0227,0.2448,1.4284,0.1371
sampledtraj,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0426,6.9183,6.9183,nan,nan,0.1309,0.0235,0.3245,1.2473,0.2273
dense,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0489,6.1076,6.1076,nan,nan,0.2973,0.0981,0.5221,1.2827,0.1344
l2anchor,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0421,7.2681,7.2681,nan,nan,0.2674,0.0311,0.6813,1.2676,0.0701
sf3d_only,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0530,4.8987,4.8987,nan,nan,0.1286,0.0195,0.6749,1.1272,0.1149
directloss,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0498,8.3481,8.3481,nan,nan,0.1736,0.0230,0.5850,1.1751,0.1556
sampledtraj,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0580,6.5976,6.5976,nan,nan,0.1300,0.0301,0.4871,1.1284,0.7993
dense,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0465,16.6253,16.6253,nan,nan,0.0517,0.0173,0.2144,1.1486,0.1164
l2anchor,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0461,8.4613,8.4613,nan,nan,0.2097,0.0160,0.2517,1.3054,0.1457
sf3d_only,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0483,11.1201,11.1201,nan,nan,0.0811,0.0082,0.4239,1.1795,0.0352
directloss,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0497,17.9665,17.9665,nan,nan,0.3395,0.0613,0.0022,1.4402,0.1374
sampledtraj,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0469,10.1464,10.1464,nan,nan,0.1991,0.0348,0.2796,1.2993,0.2438
dense,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0495,5.7704,5.7704,nan,nan,0.3024,0.0835,0.6083,1.2823,0.1402
l2anchor,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0453,7.4708,7.4708,nan,nan,0.3420,0.0284,0.6576,1.3262,0.1026
sf3d_only,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0517,5.4910,5.4910,nan,nan,0.1934,0.0124,0.6476,1.1747,0.1238
directloss,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0491,7.9284,7.9284,nan,nan,0.1285,0.0097,0.5829,1.1137,0.2120
sampledtraj,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0517,6.2488,6.2488,nan,nan,0.1531,0.0205,0.5412,1.1368,0.7991
dense,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0510,16.2746,16.2746,nan,nan,0.0720,0.0117,0.2749,1.1448,0.0964
l2anchor,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0531,6.0112,6.0112,nan,nan,0.2024,0.0137,0.3630,1.2712,0.1235
sf3d_only,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0473,14.5191,14.5191,nan,nan,0.0702,0.0129,0.4487,1.1447,0.0298
directloss,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0523,22.8483,22.8483,nan,nan,0.3136,0.0600,0.0000,1.3904,0.1304
sampledtraj,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0420,7.3616,7.3616,nan,nan,0.2287,0.0349,0.2601,1.3051,0.1936
dense,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0513,6.8213,6.8213,nan,nan,0.2874,0.0468,0.6847,1.2498,0.1076
l2anchor,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0457,7.3930,7.3930,nan,nan,0.3209,0.0308,0.7494,1.2811,0.0923
sf3d_only,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0516,5.1884,5.1884,nan,nan,0.1871,0.0084,0.6370,1.1459,0.1041
directloss,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0490,7.8531,7.8531,nan,nan,0.2025,0.0393,0.5540,1.1646,0.1952
sampledtraj,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0522,6.4846,6.4846,nan,nan,0.1293,0.0071,0.5983,1.0884,0.7258
dense,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0485,18.6784,18.6784,nan,nan,0.0536,0.0136,0.3429,1.1064,0.1169
l2anchor,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0511,8.3228,8.3228,nan,nan,0.2133,0.0067,0.3552,1.2593,0.0924
sf3d_only,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0478,20.0472,20.0472,nan,nan,0.0180,0.0144,0.4420,1.0490,0.0432
directloss,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0532,28.8142,28.8142,nan,nan,0.2882,0.0300,0.1254,1.3405,0.0822
sampledtraj,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0426,8.9726,8.9726,nan,nan,0.0725,0.0167,0.2860,1.1295,0.2024
dense,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0509,6.9595,6.9595,nan,nan,0.2594,0.0292,0.6178,1.2025,0.0978
l2anchor,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0487,7.5810,7.5810,nan,nan,0.2808,0.0291,0.6849,1.2232,0.0784
sf3d_only,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0488,5.5253,5.5253,nan,nan,0.1951,0.0041,0.6705,1.1341,0.1035
directloss,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0493,6.5451,6.5451,nan,nan,0.1852,0.0084,0.5283,1.1247,0.2354
sampledtraj,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0504,5.2602,5.2602,nan,nan,0.1440,0.0162,0.5279,1.0869,0.6961
dense,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0517,19.1097,19.1097,nan,nan,0.1094,0.0107,0.3795,1.1306,0.1357
l2anchor,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0578,7.3391,7.3391,nan,nan,0.2385,0.0085,0.4043,1.2553,0.1160
sf3d_only,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0492,20.7011,20.7011,nan,nan,0.0224,0.0137,0.4041,1.0506,0.0730
directloss,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0531,23.1586,23.1586,nan,nan,0.4244,0.1003,0.0000,1.4558,0.2641
sampledtraj,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0443,10.3516,10.3516,nan,nan,0.1887,0.0225,0.3581,1.2149,0.1839
dense,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0515,18.0067,18.0067,nan,nan,0.1089,0.0107,0.3838,1.0986,0.1307
l2anchor,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0427,9.8215,9.8215,nan,nan,0.1802,0.0087,0.3411,1.1640,0.1771
sf3d_only,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0510,22.3503,22.3503,nan,nan,0.0148,0.0107,0.3575,1.0119,0.0961
directloss,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0582,21.5454,21.5454,nan,nan,0.3657,0.0087,0.3021,1.3370,0.0125
sampledtraj,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0457,10.7191,10.7191,nan,nan,0.1376,0.0204,0.2619,1.1321,0.2029
dense,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9096,27.8418,27.8418,0.1736,0.1927,0.2968,0.0290,0.2538,2.5017,0.2692
l2anchor,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5703,25.8181,25.8181,0.0863,0.1839,0.2601,0.0773,0.2222,2.6247,0.2765
sf3d_only,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2246,40.2163,40.2163,0.5188,0.5601,0.4017,0.0495,0.3690,2.4175,0.3057
directloss,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9593,9.5136,9.5136,0.3192,0.3446,0.2542,0.0942,0.5550,2.9153,0.4810
sampledtraj,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8484,10.4500,10.4500,0.2110,0.3049,0.2836,0.0991,0.1315,2.6571,0.3905
dense,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9183,29.6426,29.6426,0.1433,0.1663,0.2727,0.0383,0.1095,2.5328,0.2881
l2anchor,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6701,22.5579,22.5579,0.0562,0.0752,0.0848,0.0323,0.1447,2.8030,0.2522
sf3d_only,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1625,22.2582,22.2582,0.7693,1.0243,0.7163,0.1767,0.1594,2.2701,0.3525
directloss,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9599,10.3651,10.3651,0.3446,0.3891,0.7022,0.2445,0.4332,2.5069,0.4389
sampledtraj,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9048,11.7597,11.7597,0.0668,0.0745,0.1105,0.0335,0.0857,2.8311,0.2512
dense,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9219,23.3002,23.3002,0.2061,0.2202,0.3189,0.0311,0.1006,2.4417,0.2677
l2anchor,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6085,20.3603,20.3603,0.0054,0.0665,0.0838,0.0264,0.3874,2.6794,0.2647
sf3d_only,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2945,41.9804,41.9804,0.4620,0.5068,0.3306,0.0464,0.4665,2.4506,0.3114
directloss,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9588,10.5682,10.5682,0.3723,0.4149,0.5935,0.2173,0.4444,2.5558,0.3934
sampledtraj,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8505,7.6489,7.6489,0.5052,0.6544,0.1795,0.0607,0.1005,2.6410,0.7624
dense,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8928,19.3040,19.3040,0.2347,0.2562,0.3586,0.0370,0.2964,2.3834,0.2901
l2anchor,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6377,23.4232,23.4232,0.1402,0.2199,0.4689,0.1235,0.0952,2.4000,0.2867
sf3d_only,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1765,39.6765,39.6765,0.4999,0.5447,0.3553,0.0524,0.2522,2.4055,0.2956
directloss,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9544,25.8324,25.8324,0.4633,0.7120,1.1170,0.4509,0.0839,2.5637,0.2630
sampledtraj,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7811,8.7435,8.7435,0.2471,0.3852,0.1724,0.0535,0.3802,2.6018,0.4148
dense,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9261,22.7736,22.7736,0.1485,0.1600,0.2596,0.0368,0.0603,2.4560,0.2754
l2anchor,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7026,20.3089,20.3089,0.0894,0.0907,0.0706,0.0033,0.1521,2.7406,0.2094
sf3d_only,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2557,50.2493,50.2493,0.4548,0.4853,0.3256,0.0439,0.1340,2.3990,0.2787
directloss,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9571,6.7387,6.7387,0.3505,0.3720,0.3136,0.0869,0.3914,2.9472,0.6027
sampledtraj,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9281,13.1765,13.1765,0.0632,0.0635,0.1153,0.0340,0.0787,2.6080,0.2783
dense,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9254,23.9471,23.9471,0.1533,0.2003,0.2749,0.0400,0.1582,2.4181,0.2685
l2anchor,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7364,18.3261,18.3261,0.0845,0.0891,0.1867,0.0748,0.1454,2.6434,0.1942
sf3d_only,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2406,39.7621,39.7621,0.4810,0.5274,0.3463,0.0675,0.3792,2.3902,0.2583
directloss,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9589,5.6890,5.6890,0.3307,0.3769,0.2736,0.1133,0.2884,2.7194,0.4466
sampledtraj,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9130,13.3345,13.3345,0.0537,0.0702,0.1962,0.0725,0.0156,2.5697,0.2917
dense,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9330,18.8128,18.8128,0.2022,0.2201,0.3452,0.0533,0.1495,2.3339,0.2691
l2anchor,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7594,12.9393,12.9393,0.0307,0.0308,0.0834,0.0130,0.3094,2.5619,0.2253
sf3d_only,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2939,45.1323,45.1323,0.5081,0.5411,0.3919,0.0435,0.3431,2.2868,0.2706
directloss,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9568,7.7219,7.7219,0.3043,0.3427,0.5483,0.2155,0.5049,2.5340,0.3473
sampledtraj,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8932,12.0282,12.0282,0.0550,0.1184,0.1714,0.0706,0.1128,2.6179,0.3444
dense,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9130,37.3958,37.3958,0.1484,0.1519,0.2374,0.0106,0.3123,2.4266,0.2487
l2anchor,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5760,34.8472,34.8472,0.1826,0.1963,0.2585,0.0158,0.3325,2.4109,0.3097
sf3d_only,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.0958,57.9419,57.9419,0.7240,0.8891,0.6078,0.0284,0.4720,2.0767,0.5673
directloss,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9513,10.2200,10.2200,0.3097,0.3097,0.3478,0.0285,0.1987,2.9918,0.4280
sampledtraj,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9051,12.4444,12.4444,0.0842,0.0905,0.1163,0.0338,0.2887,2.5891,0.3076
dense,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9467,62.3050,62.3050,0.2266,0.3728,0.1449,0.0448,0.0153,2.6004,0.3078
l2anchor,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.7443,59.6762,59.6762,0.5622,1.2445,1.0746,0.4297,0.0000,2.2072,0.2970
sf3d_only,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6775,37.8254,37.8254,0.3025,0.6110,0.9543,0.3934,0.0000,2.4762,0.2501
directloss,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9485,14.7780,14.7780,0.1836,0.2579,0.3856,0.0792,0.0000,3.0311,0.3668
sampledtraj,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8377,42.7182,42.7182,0.2789,0.3026,0.1903,0.0646,0.0000,2.7838,0.1319
dense,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9265,36.7670,36.7670,0.1127,0.1145,0.2642,0.0181,0.2989,2.3765,0.2741
l2anchor,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7555,24.6324,24.6324,0.0716,0.1031,0.0710,0.0267,0.6000,2.6050,0.3113
sf3d_only,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.4285,56.3416,56.3416,0.3341,0.3852,0.2735,0.0438,0.3011,2.3927,0.3156
directloss,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9562,12.7231,12.7231,0.2876,0.2900,0.3320,0.0144,0.5506,2.9535,0.4581
sampledtraj,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9408,15.4830,15.4830,0.0189,0.0693,0.1107,0.0403,0.2891,2.6153,0.3386
dense,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9397,64.4074,64.4074,0.1908,0.4413,0.1632,0.0518,0.2549,2.5531,0.3363
l2anchor,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8143,35.7302,35.7302,0.3576,0.9544,0.7103,0.2600,0.0860,2.2958,0.4135
sf3d_only,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,0,0.2389,30.5389,30.5389,0.5074,1.1587,1.0477,0.4304,0.0000,2.2575,0.2190
directloss,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9650,30.1512,30.1512,0.1174,0.2280,0.4383,0.0968,0.0723,3.0382,0.3665
sampledtraj,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8697,28.3101,28.3101,0.1766,0.8822,0.1640,0.0620,0.0000,2.5960,0.2994
dense,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9194,31.2748,31.2748,0.1436,0.1552,0.2464,0.0125,0.2129,2.3543,0.2798
l2anchor,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7313,23.4804,23.4804,0.0749,0.0868,0.0464,0.0150,0.3784,2.5658,0.2995
sf3d_only,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1860,48.7894,48.7894,0.5249,0.6501,0.4335,0.0534,0.1994,2.2031,0.3986
directloss,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9605,12.9868,12.9868,0.3156,0.3174,0.4244,0.0197,0.1514,3.0062,0.4694
sampledtraj,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9081,13.9696,13.9696,0.0043,0.0169,0.0872,0.0355,0.1517,2.6065,0.2866
dense,57,420693/42445168/8025.950/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9477,61.1397,61.1397,0.2494,0.2929,0.1731,0.0546,0.2632,2.5031,0.1186
l2anchor,57,420693/42445168/8025.950/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8701,24.9747,24.9747,0.2632,0.6729,0.4416,0.1558,0.0587,2.3874,0.3480
sf3d_only,57,420693/42445168/8025.950/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6125,31.1551,31.1551,0.2732,0.3192,0.9263,0.3887,0.0000,2.3683,0.2838
