model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
noproj,hoi4d,ZY20210800001_H1_C1_N33/S100_s05_T2_w4_f116,0,0.0514,1,0.01574,0.22300,0.21804,0.06093,0.6053
dense,hoi4d,ZY20210800001_H1_C1_N33/S100_s05_T2_w4_f116,0,0.0520,1,0.01296,0.01811,0.03079,0.06093,0.5362
sf3d_only,hoi4d,ZY20210800001_H1_C1_N33/S100_s05_T2_w5_f129,0,0.0798,1,0.29333,0.32925,0.19214,0.04887,0.0000
noproj,hoi4d,ZY20210800001_H1_C1_N33/S100_s05_T2_w5_f129,0,0.0517,1,0.01070,0.08521,0.08621,0.04887,0.7497
dense,hoi4d,ZY20210800001_H1_C1_N33/S100_s05_T2_w5_f129,0,0.0495,1,0.00810,0.02300,0.01518,0.04887,0.6736
sf3d_only,hoi4d,ZY20210800001_H1_C2_N31/S213_s03_T4_w4_f225,0,0.0704,1,0.35623,0.29394,0.11633,0.05234,0.0000
noproj,hoi4d,ZY20210800001_H1_C2_N31/S213_s03_T4_w4_f225,0,0.0555,1,0.01277,0.13665,0.14725,0.05234,0.7638
dense,hoi4d,ZY20210800001_H1_C2_N31/S213_s03_T4_w4_f225,0,0.0461,1,0.01114,0.02233,0.01580,0.05234,0.6095
sf3d_only,hoi4d,ZY20210800001_H1_C2_N32/S213_s03_T4_w4_f236,0,0.0565,1,0.40507,0.37096,0.17083,0.04891,0.0000
noproj,hoi4d,ZY20210800001_H1_C2_N32/S213_s03_T4_w4_f236,0,0.0521,1,0.00852,0.14824,0.14891,0.04891,0.7111
dense,hoi4d,ZY20210800001_H1_C2_N32/S213_s03_T4_w4_f236,0,0.0492,1,0.00720,0.01584,0.01569,0.04891,0.5700
sf3d_only,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w0_f032,1,0.0760,0,0.22985,0.36535,0.57880,0.26830,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w0_f032,1,0.9446,1,0.02145,0.07135,0.06109,0.26830,0.9333
dense,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w0_f032,1,0.9484,1,0.01814,0.09935,0.08436,0.26830,0.8614
sf3d_only,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w1_f131,1,0.0798,0,0.14838,0.24599,0.09830,0.19913,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w1_f131,1,0.9475,1,0.00740,0.18031,0.18285,0.19913,0.8659
dense,hoi4d,ZY20210800001_H1_C3_N25/S19_s02_T2_w1_f131,1,0.9515,1,0.01840,0.03896,0.02555,0.19913,0.4692
sf3d_only,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w0_f040,1,0.0880,0,0.39613,0.21645,0.56432,0.29697,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w0_f040,1,0.9420,1,0.01319,0.05282,0.06346,0.29697,0.5851
dense,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w0_f040,1,0.9418,1,0.02278,0.10516,0.09659,0.29697,0.5727
sf3d_only,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,1,0.0801,0,0.38666,0.56158,0.26586,0.15973,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,1,0.9476,1,0.01026,0.40665,0.39937,0.15973,0.7578
dense,hoi4d,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,1,0.9478,1,0.01762,0.04406,0.02854,0.15973,0.1752
sf3d_only,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,1,0.0415,0,0.82561,0.46433,0.46244,0.14448,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,1,0.8968,1,0.00345,0.19647,0.19831,0.14448,0.8126
dense,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,1,0.9331,1,0.03072,0.06732,0.04529,0.14448,0.3092
sf3d_only,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,1,0.0477,0,0.41861,0.28714,0.33501,0.02636,0.0000
noproj,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,1,0.9401,1,0.01667,0.10204,0.11455,0.02636,0.6897
dense,hoi4d,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,1,0.9171,1,0.03286,0.03522,0.04761,0.02636,0.0388
sf3d_only,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,0,0.0563,1,0.08234,0.64778,0.57561,0.35062,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,0,0.0498,1,0.00813,0.54158,0.53379,0.35062,0.8369
dense,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,0,0.0368,1,0.01110,0.16312,0.15619,0.35062,0.3999
sf3d_only,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,0,0.0415,1,0.06578,0.69413,0.75594,0.34586,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,0,0.0470,1,0.00965,0.09455,0.09881,0.34586,0.7396
dense,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,0,0.0446,1,0.01860,0.07360,0.08484,0.34586,0.4563
sf3d_only,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,0,0.0550,1,0.11782,0.24526,0.36307,0.35355,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,0,0.0512,1,0.01136,0.33280,0.33762,0.35355,0.3445
dense,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,0,0.0432,1,0.00493,0.23495,0.23362,0.35355,0.1114
sf3d_only,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,0,0.0485,1,0.08215,0.67463,0.65847,0.33201,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,0,0.0438,1,0.01561,0.80046,0.81352,0.33201,0.6443
dense,hoi4d,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,0,0.0405,1,0.01796,0.04274,0.05208,0.33201,0.3472
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,0,0.0518,1,0.15374,0.25207,0.32051,0.13564,0.0233
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,0,0.0480,1,0.00672,0.54944,0.55578,0.13564,0.9484
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,0,0.0487,1,0.01633,0.05143,0.06775,0.13564,0.6394
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,0,0.0526,1,0.07019,0.56387,0.60990,0.15455,0.0041
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,0,0.0494,1,0.00636,0.76498,0.76687,0.15455,0.9416
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,0,0.0578,1,0.01010,0.04448,0.04866,0.15455,0.5583
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,0,0.0546,1,0.10927,0.20988,0.31033,0.13622,0.0075
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,0,0.0475,1,0.01280,0.51279,0.52413,0.13622,0.8955
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,0,0.0481,1,0.00795,0.08007,0.08642,0.13622,0.5701
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,0,0.0498,1,0.05286,0.57367,0.60889,0.13882,0.0028
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,0,0.0495,1,0.00408,0.75940,0.75907,0.13882,0.9319
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,0,0.0588,1,0.00422,0.06595,0.06496,0.13882,0.5563
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,1,0.1637,0,0.13570,0.09831,0.19764,0.42156,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,1,0.9369,1,0.01118,0.25517,0.26636,0.42156,0.8937
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,1,0.9531,1,0.00535,0.14322,0.14804,0.42156,0.8880
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w1_f119,0,0.0431,1,0.06211,0.62472,0.62704,0.33068,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w1_f119,0,0.0495,1,0.02460,0.48657,0.51075,0.33068,0.6509
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w1_f119,0,0.0472,1,0.03387,0.07125,0.09735,0.33068,0.3007
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w2_f182,1,0.8346,1,0.13378,0.23132,0.26716,0.39366,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w2_f182,1,0.9425,1,0.01926,0.39772,0.41104,0.39366,0.8930
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w2_f182,1,0.9493,1,0.00554,0.22108,0.22625,0.39366,0.8932
sf3d_only,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w3_f242,0,0.0455,1,0.05812,0.40890,0.46545,0.41379,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w3_f242,0,0.0503,1,0.03493,0.44005,0.47469,0.41379,0.6645
dense,hoi4d,ZY20210800001_H1_C4_N27/S21_s01_T2_w3_f242,0,0.0426,1,0.01266,0.11067,0.12304,0.41379,0.2979
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w0_f034,0,0.0564,1,0.27355,0.53047,0.43704,0.16165,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w0_f034,0,0.0523,1,0.01203,0.61068,0.60067,0.16165,0.7632
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w0_f034,0,0.0440,1,0.01691,0.02626,0.04293,0.16165,0.5987
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w1_f104,0,0.0633,1,0.08059,0.62297,0.66323,0.12443,0.0340
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w1_f104,0,0.0532,1,0.00274,0.81915,0.81905,0.12443,0.8719
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w1_f104,0,0.0432,1,0.00574,0.04415,0.03856,0.12443,0.7864
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w2_f185,0,0.0547,1,0.27102,0.52631,0.44768,0.11349,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w2_f185,0,0.0520,1,0.00987,0.62934,0.62614,0.11349,0.8338
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w2_f185,0,0.0457,1,0.02504,0.02265,0.02566,0.11349,0.6594
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w3_f248,0,0.0608,1,0.07617,0.57796,0.64338,0.09175,0.0391
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w3_f248,0,0.0515,1,0.00586,0.81836,0.82353,0.09175,0.8929
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T1_w3_f248,0,0.0452,1,0.01200,0.03166,0.01988,0.09175,0.6034
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w0_f046,1,0.9398,1,0.08876,0.20484,0.19503,0.23186,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w0_f046,1,0.9433,1,0.01217,0.16238,0.17420,0.23186,0.8854
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w0_f046,1,0.9515,1,0.02008,0.12723,0.10931,0.23186,0.2411
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w1_f116,1,0.7122,1,0.13353,0.17949,0.26654,0.24806,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w1_f116,1,0.9478,1,0.01144,0.09636,0.10264,0.24806,0.6660
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w1_f116,1,0.9480,1,0.00215,0.04544,0.04550,0.24806,0.4949
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w2_f199,1,0.9325,1,0.09960,0.19279,0.11578,0.36621,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w2_f199,1,0.9420,1,0.01189,0.18920,0.19561,0.36621,0.8757
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w2_f199,1,0.9553,1,0.01867,0.24923,0.23733,0.36621,0.1532
sf3d_only,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w3_f270,1,0.7103,1,0.10035,0.21366,0.11838,0.18241,0.0497
noproj,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w3_f270,1,0.9503,1,0.01246,0.04159,0.05175,0.18241,0.4704
dense,hoi4d,ZY20210800001_H1_C4_N38/S21_s05_T2_w3_f270,1,0.9537,1,0.01295,0.03305,0.02042,0.18241,0.4025
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w0_f088,1,0.9513,1,0.10738,0.19880,0.30456,0.33270,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w0_f088,1,0.9457,1,0.00414,0.26050,0.26031,0.33270,0.8776
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w0_f088,1,0.9518,1,0.01479,0.09629,0.10424,0.33270,0.5068
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w1_f122,1,0.9437,1,0.04555,0.04856,0.06412,0.33670,0.0118
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w1_f122,1,0.9469,1,0.00642,0.11546,0.11587,0.33670,0.7913
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w1_f122,1,0.9503,1,0.02110,0.00320,0.02431,0.33670,0.5950
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w2_f219,1,0.9544,1,0.08463,0.35397,0.43830,0.19607,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w2_f219,1,0.9448,1,0.01055,0.17475,0.16636,0.19607,0.8992
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w2_f219,1,0.9513,1,0.01157,0.09390,0.09131,0.19607,0.4762
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w3_f241,1,0.9599,1,0.16752,0.03332,0.14492,0.32108,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w3_f241,1,0.9446,1,0.01740,0.10687,0.10105,0.32108,0.8727
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s02_T2_w3_f241,1,0.9497,1,0.02584,0.10455,0.07953,0.32108,0.6291
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s03_T3_w2_f134,0,0.0506,1,0.30163,0.90641,0.70058,0.23202,0.0000
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s03_T3_w2_f134,0,0.0511,1,0.00654,0.75302,0.75267,0.23202,0.8965
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s03_T3_w2_f134,0,0.0522,1,0.01674,0.09694,0.08397,0.23202,0.7108
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s04_T4_w2_f202,0,0.0520,1,0.05424,0.44606,0.47863,0.11153,0.0096
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s04_T4_w2_f202,0,0.0514,1,0.03302,0.65887,0.62890,0.11153,0.6624
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s04_T4_w2_f202,0,0.0472,1,0.02875,0.07073,0.04253,0.11153,0.5438
sf3d_only,hoi4d,ZY20210800001_H1_C4_N67/S391_s05_T4_w2_f181,0,0.0488,1,0.05317,0.42277,0.45358,0.14516,0.0079
noproj,hoi4d,ZY20210800001_H1_C4_N67/S391_s05_T4_w2_f181,0,0.0473,1,0.01834,0.61033,0.59536,0.14516,0.7309
dense,hoi4d,ZY20210800001_H1_C4_N67/S391_s05_T4_w2_f181,0,0.0514,1,0.02342,0.02581,0.02162,0.14516,0.6184
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w0_f059,1,0.9304,1,0.25269,0.36542,0.39902,0.18947,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w0_f059,1,0.9467,1,0.01054,0.24118,0.23947,0.18947,0.8351
dense,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w0_f059,1,0.9000,1,0.01177,0.02842,0.02250,0.18947,0.6994
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w1_f090,1,0.8571,1,0.08496,0.19585,0.11268,0.20188,0.3251
noproj,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w1_f090,1,0.9480,1,0.02358,0.22160,0.23323,0.20188,0.7029
dense,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w1_f090,1,0.9446,1,0.00824,0.03729,0.02934,0.20188,0.6288
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w2_f172,1,0.9166,1,0.36420,0.32024,0.11393,0.18898,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w2_f172,1,0.9476,1,0.00865,0.22253,0.22552,0.18898,0.8312
dense,hoi4d,ZY20210800001_H1_C6_N14/S247_s04_T2_w2_f172,1,0.9178,1,0.00915,0.05087,0.04770,0.18898,0.7487
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w0_f050,1,0.9215,1,0.19417,0.24955,0.42335,0.17427,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w0_f050,1,0.9519,1,0.01195,0.04759,0.03567,0.17427,0.7262
dense,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w0_f050,1,0.9334,1,0.00964,0.01870,0.02567,0.17427,0.5877
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w1_f121,1,0.1293,0,0.08070,0.21660,0.17576,0.14445,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w1_f121,1,0.9513,1,0.00084,0.11334,0.11416,0.14445,0.5478
dense,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w1_f121,1,0.9392,1,0.01302,0.05561,0.04469,0.14445,0.4963
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w2_f174,1,0.9577,1,0.18071,0.14072,0.25436,0.15298,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w2_f174,1,0.9528,1,0.01045,0.11415,0.10661,0.15298,0.7736
dense,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w2_f174,1,0.9416,1,0.00509,0.05448,0.05897,0.15298,0.7944
sf3d_only,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w5_f259,1,0.0853,0,0.30973,0.36163,0.12766,0.10016,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w5_f259,1,0.9514,1,0.01833,0.13182,0.12209,0.10016,0.5288
dense,hoi4d,ZY20210800001_H1_C6_N14/S85_s02_T2_w5_f259,1,0.9409,1,0.01065,0.03787,0.03066,0.10016,0.3242
sf3d_only,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w0_f056,1,0.9313,1,0.06371,0.11888,0.05635,0.22786,0.0319
noproj,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w0_f056,1,0.9474,1,0.00592,0.15319,0.14806,0.22786,0.8928
dense,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w0_f056,1,0.9152,1,0.02608,0.01962,0.04555,0.22786,0.7799
sf3d_only,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w1_f082,1,0.8157,1,0.13237,0.14703,0.21671,0.21184,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w1_f082,1,0.9490,1,0.00118,0.26028,0.26125,0.21184,0.7850
dense,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w1_f082,1,0.9464,1,0.01742,0.07153,0.08344,0.21184,0.7523
sf3d_only,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w2_f182,1,0.9190,1,0.06952,0.12058,0.05277,0.21639,0.0473
noproj,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w2_f182,1,0.9467,1,0.00755,0.16206,0.15492,0.21639,0.9052
dense,hoi4d,ZY20210800001_H1_C6_N20/S247_s05_T2_w2_f182,1,0.9234,1,0.04408,0.08300,0.10863,0.21639,0.7485
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w0_f051,1,0.9052,1,0.11647,0.16590,0.14271,0.25972,0.0323
noproj,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w0_f051,1,0.9484,1,0.01569,0.14625,0.13313,0.25972,0.8970
dense,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w0_f051,1,0.9313,1,0.03816,0.08383,0.12169,0.25972,0.7294
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w1_f085,1,0.8764,1,0.43931,0.29693,0.17284,0.31551,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w1_f085,1,0.9502,1,0.00600,0.33104,0.32804,0.31551,0.8659
dense,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w1_f085,1,0.9518,1,0.01166,0.07171,0.06024,0.31551,0.7412
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w2_f182,1,0.9207,1,0.08147,0.16241,0.15323,0.24368,0.0902
noproj,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w2_f182,1,0.9479,1,0.00344,0.14515,0.14178,0.24368,0.8307
dense,hoi4d,ZY20210800001_H1_C6_N25/S248_s02_T2_w2_f182,1,0.9325,1,0.03261,0.09937,0.13050,0.24368,0.7230
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w0_f042,1,0.9284,1,0.07508,0.18915,0.23037,0.22184,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w0_f042,1,0.9495,1,0.03030,0.04512,0.01662,0.22184,0.8984
dense,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w0_f042,1,0.9302,1,0.02172,0.04205,0.02662,0.22184,0.6424
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w1_f120,1,0.9354,1,0.15776,0.20272,0.14290,0.14887,0.0208
noproj,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w1_f120,1,0.9483,1,0.01630,0.18973,0.19094,0.14887,0.7732
dense,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w1_f120,1,0.9370,1,0.00969,0.05666,0.04797,0.14887,0.6563
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w2_f207,1,0.9248,1,0.07789,0.14112,0.10610,0.18309,0.0000
noproj,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w2_f207,1,0.9500,1,0.01454,0.13156,0.12901,0.18309,0.8508
dense,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w2_f207,1,0.9232,1,0.01609,0.03623,0.02643,0.18309,0.6159
sf3d_only,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w3_f250,1,0.9123,1,0.14060,0.19937,0.12193,0.11419,0.0250
noproj,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w3_f250,1,0.9495,1,0.01941,0.17483,0.17552,0.11419,0.8424
dense,hoi4d,ZY20210800001_H1_C6_N25/S86_s01_T1_w3_f250,1,0.9320,1,0.00155,0.07073,0.06944,0.11419,0.7170
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w0_f056,1,0.0492,0,0.26575,0.58848,0.32275,0.22404,0.0027
noproj,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w0_f056,1,0.9400,1,0.00594,0.16497,0.15979,0.22404,0.7972
dense,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w0_f056,1,0.9349,1,0.00464,0.00405,0.00684,0.22404,0.6266
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w1_f096,1,0.0460,0,0.22931,0.18934,0.04834,0.25791,0.0757
noproj,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w1_f096,1,0.9449,1,0.00136,0.08652,0.08526,0.25791,0.7981
dense,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w1_f096,1,0.9526,1,0.01891,0.04263,0.02459,0.25791,0.5542
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w3_f235,1,0.0433,0,0.19140,0.15975,0.03705,0.23199,0.0319
noproj,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w3_f235,1,0.9444,1,0.00767,0.19600,0.19733,0.23199,0.8380
dense,hoi4d,ZY20210800002_H2_C14_N13/S161_s04_T1_w3_f235,1,0.9533,1,0.01943,0.03495,0.01993,0.23199,0.6581
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w0_f055,1,0.0483,0,0.37940,0.07405,0.44976,0.17470,0.0128
noproj,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w0_f055,1,0.9484,1,0.01213,0.20428,0.21160,0.17470,0.7937
dense,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w0_f055,1,0.7826,1,0.03002,0.02644,0.05645,0.17470,0.6412
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w1_f072,1,0.0450,0,0.19556,0.14806,0.05136,0.21672,0.0464
noproj,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w1_f072,1,0.8974,1,0.01940,0.40839,0.42258,0.21672,0.6126
dense,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w1_f072,1,0.4414,0,0.00256,0.16721,0.16475,0.21672,0.5433
sf3d_only,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w2_f155,1,0.0484,0,0.29657,0.08958,0.38466,0.24402,0.0000
noproj,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w2_f155,1,0.9493,1,0.01008,0.14473,0.15465,0.24402,0.8331
dense,hoi4d,ZY20210800002_H2_C14_N13/S185_s04_T2_w2_f155,1,0.7423,1,0.02598,0.02473,0.04633,0.24402,0.6682
sf3d_only,hoi4d,ZY20210800002_H2_C14_N21/S163_s01_T1_w0_f055,0,0.0457,1,0.22577,0.34477,0.12050,0.02397,0.0000
noproj,hoi4d,ZY20210800002_H2_C14_N21/S163_s01_T1_w0_f055,0,0.0515,1,0.01106,0.17194,0.16329,0.02397,0.8725
dense,hoi4d,ZY20210800002_H2_C14_N21/S163_s01_T1_w0_f055,0,0.0518,1,0.00855,0.00237,0.00642,0.02397,0.7980
